Customer Name,Customer Id,Billing Address Country,CITY,Zip,Gateway,Net Sale,Total Tax,Total Price Usd,Sum of Order Number,Product Type
Darnell Davidovitz,1,United States,MONTPELIER,45234,gift_card,$615,61.513,676.643,5532,Walking Shoes
Dottie Archbald,1,United States,EL PASO,45228,paypal,$507,50.713,557.843,1979,Walking Shoes
Grace Kingsbury,1,United States,TAMPA,45212,shopify_payments,$486,48.553,534.083,328,Walking Shoes
Ara Anney,1,United States,SAN JOSE,45168,gift_card,$596,59.593,655.523,5110,Cycling Shoes
Sindee Memmory,1,United States,WASHINGTON,45150,shopify_payments,$439,43.913,483.043,787,Tennis Shoes
Orly Clamo,1,United States,BOCA RATON,45147,gift_card,$502,50.153,551.683,4181,Running Shoes
Thadeus Cheatle,1,United States,EL PASO,45106,paypal,$517,51.713,568.843,4939,Tennis Shoes
Nonnah Couve,1,United States,HOUSTON,45101,shopify_payments,$486,48.553,534.083,6485,Walking Shoes
Ransell Sayward,1,United States,BALTIMORE,45083,shopify_payments,$527,52.713,579.843,7248,Flip-Flops
Hector Lieber,1,United States,FORT WORTH,45082,shopify_payments,$585,58.513,643.643,1777,Running Shoes
Carlie Durno,1,United States,PITTSBURGH,45071,shopify_payments,$688,68.813,756.943,2967,Sandals
Madge Garwell,1,United States,TOPEKA,45064,shopify_payments,$494,49.353,542.883,1419,Tennis Shoes
Nancey De Meyer,1,United States,CHAMPAIGN,45064,gift_card,$596,59.593,655.523,4824,Running Shoes
Yolanda Chilles,1,United States,SAN DIEGO,45048,shopify_payments,$537,53.713,590.843,4970,Tennis Shoes
Laura Duplock,1,United States,SHREVEPORT,45046,paypal,$633,63.313,696.443,1150,Cycling Shoes
Irvin Inge,1,United States,EVANSVILLE,45023,shopify_payments,$518,51.753,569.283,6771,Climbing Shoes
Tilly Kleinhausen,1,United States,GAITHERSBURG,45022,shopify_payments,$674,67.433,741.763,1834,Cycling Shoes
Kingston Trusse,1,United States,VIRGINIA BEACH,45020,shopify_payments,$564,56.393,620.323,6523,Cycling Shoes
Pate Van Eeden,1,United States,WASHINGTON,44967,paypal,$613,61.313,674.443,7208,Running Shoes
Edik Clint,1,United States,HICKSVILLE,44946,gift_card,$615,61.513,676.643,259,Running Shoes
Claudianus Mcimmie,1,United States,LOS ANGELES,44942,paypal,$517,51.713,568.843,3473,Tennis Shoes
Garik Poytres,1,United States,PHILADELPHIA,44931,shopify_payments,$537,53.713,590.843,2899,Climbing Shoes
Tobin Forten,1,United States,BRONX,44931,gift_card,$517,51.713,568.843,5528,Running Shoes
Nessa Delete,1,United States,JACKSON,44926,shopify_payments,$439,43.913,483.043,4556,Boots
Ronny Treagust,1,United States,GAINESVILLE,44925,gift_card,$580,57.993,637.923,664,Running Shoes
Margit Beddall,1,United States,FORT WAYNE,44921,paypal,$596,59.593,655.523,2302,Running Shoes
Almeda Figliovanni,1,United States,LINCOLN,44897,shopify_payments,$615,61.513,676.643,5150,Running Shoes
Tricia Clendinning,1,United States,PORTSMOUTH,44889,shopify_payments,$683,68.313,751.443,1509,Running Shoes
Cornela Verbrugghen,1,United States,FORT WAYNE,44880,gift_card,$502,50.153,551.683,391,Tennis Shoes
Felicle Storey,1,United States,LANSING,44877,shopify_payments,$497,49.713,546.843,2920,Running Shoes
Philipa Cadle,1,United States,MORGANTOWN,44855,shopify_payments,$514,51.413,565.543,5612,Gift Card
Sara-ann Valde,1,United States,FULLERTON,44826,amazon_payments,$527,52.713,579.843,4640,Walking Shoes
Esme Woollaston,1,United States,PROVIDENCE,44803,shopify_payments,$572,57.193,629.123,2304,Running Shoes
Basile Tubritt,1,United States,AUSTIN,44792,shopify_payments,$489,48.913,538.043,42,Gift Card
Bronny Kelleway,1,United States,SACRAMENTO,44783,shopify_payments,$517,51.713,568.843,905,Cycling Shoes
Urbano Grcic,1,United States,FAIRFIELD,44768,shopify_payments,$439,43.913,483.043,3261,Tennis Shoes
Brock Ubank,1,United States,GRAND RAPIDS,44752,shopify_payments,$502,50.153,551.683,463,Walking Shoes
Gabe Ruggieri,1,United States,SHREVEPORT,44739,gift_card,$517,51.713,568.843,281,Running Shoes
Brandea Bluck,1,United States,DES MOINES,44719,shopify_payments,$537,53.713,590.843,6201,Climbing Shoes
Constantine Scimoni,1,United States,TUCSON,44718,shopify_payments,$537,53.713,590.843,4781,Tennis Shoes
Gabi Paule,1,United States,PHOENIX,44707,shopify_payments,$517,51.713,568.843,7152,Climbing Shoes
Gwenny McNeigh,1,United States,TALLAHASSEE,44685,shopify_payments,$459,45.913,505.043,4609,Boy's
Doy Caldicot,1,United States,TUCSON,44677,shopify_payments,$517,51.713,568.843,569,Running Shoes
Gussi O'Meara,1,United States,LYNCHBURG,44670,shopify_payments,$486,48.553,534.083,6374,Running Shoes
Les Milmore,1,United States,HAGERSTOWN,44660,gift_card,$688,68.793,756.723,4683,Cycling Shoes
Jenica Tremollet,1,United States,BALTIMORE,44639,paypal,$537,53.713,590.843,3145,Tennis Shoes
Benn Oakhill,1,United States,NEW YORK CITY,44621,gift_card,$490,49.013,539.143,648,Walking Shoes
Duncan Vanyakin,1,United States,CLEVELAND,44619,shopify_payments,$572,57.193,629.123,7210,Tennis Shoes
Aron Froude,1,United States,LYNN,44610,paypal,$733,73.313,806.443,3132,Running Shoes
Aleksandr Pearmine,1,United States,JACKSON,44591,gift_card,$517,51.713,568.843,5270,Running Shoes
Briggs Pailin,1,United States,DES MOINES,44555,shopify_payments,$507,50.713,557.843,2883,Running Shoes
Vincents Heiss,1,United States,FRESNO,44534,gift_card,$518,51.753,569.283,3895,Tennis Shoes
Fiona Bursell,1,United States,MAPLE PLAIN,44519,shopify_payments,$635,63.513,698.643,4861,Cycling Shoes
Cyb Sisse,1,United States,FREDERICKSBURG,44510,shopify_payments,$497,49.713,546.843,1981,Tennis Shoes
Betty Brisseau,1,United States,SAN ANTONIO,44506,paypal,$518,51.753,569.283,3232,Tennis Shoes
Zack Jeenes,1,United States,FORT COLLINS,44480,shopify_payments,$539,53.913,593.043,350,Gift Card
Leanna MacCook,1,United States,WASHINGTON,44459,paypal,$527,52.713,579.843,3019,Tennis Shoes
Gunar Sodeau,1,United States,CORPUS CHRISTI,44417,gift_card,$517,51.713,568.843,639,Walking Shoes
Jo Axby,1,United States,SAN FRANCISCO,44417,shopify_payments,$507,50.713,557.843,2495,Walking Shoes
Margeaux Paradise,1,United States,GRAND RAPIDS,44389,gift_card,$478,47.753,525.283,3212,Clogs
Malory Martinello,1,United States,IOWA CITY,44374,paypal,$518,51.753,569.283,6131,Tennis Shoes
Maury Nellies,1,United States,SCRANTON,44335,gift_card,$527,52.713,579.843,4511,Running Shoes
Gabriele Vondrach,1,United States,LITTLETON,44332,shopify_payments,$507,50.713,557.843,2735,Climbing Shoes
Xylia Ginni,1,United States,ALBANY,44313,paypal,$537,53.713,590.843,1760,Tennis Shoes
Averil Hudd,1,United States,MANCHESTER,44303,gift_card,$537,53.713,590.843,4541,Cycling Shoes
Tiler Penkethman,1,United States,JACKSONVILLE,44300,shopify_payments,$891,89.113,980.243,5116,Cycling Shoes
Geralda D'Abbot-Doyle,1,United States,PITTSBURGH,44291,paypal,$658,65.833,724.163,7417,Running Shoes
Alexia Greystock,1,United States,DALLAS,44259,shopify_payments,$653,65.313,718.443,2180,Climbing Shoes
Julienne Cary,1,United States,EL PASO,44253,shopify_payments,$532,53.193,585.123,5118,Cycling Shoes
Kelley Piatek,1,United States,SACRAMENTO,44249,shopify_payments,$537,53.713,590.843,2927,Climbing Shoes
Nell Coonihan,1,United States,BOSTON,44236,gift_card,$564,56.393,620.323,673,Walking Shoes
Josias Gethin,1,United States,NAPLES,44230,shopify_payments,$713,71.313,784.443,4238,Cycling Shoes
Torrie Riep,1,United States,ALBANY,44224,paypal,$537,53.713,590.843,7309,Tennis Shoes
Pieter Ladbury,1,United States,COLORADO SPRINGS,44200,gift_card,$596,59.593,655.523,1450,Cycling Shoes
Wilburt Van Arsdall,1,United States,WARREN,44167,amazon_payments,$464,46.413,510.543,4560,Climbing Shoes
Austen Bradbury,1,United States,CHARLOTTE,44166,shopify_payments,$494,49.353,542.883,6811,Climbing Shoes
Casie Roaf,1,United States,JACKSONVILLE,44165,shopify_payments,$510,50.953,560.483,7092,Running Shoes
Gabriele Marciskewski,1,United States,OKLAHOMA CITY,44155,shopify_payments,$671,67.113,738.243,7062,Tennis Shoes
Lorna Schowenburg,1,United States,SYRACUSE,44116,shopify_payments,$529,52.913,582.043,5214,Cycling Shoes
Davin Rooze,1,United States,DAYTON,44113,gift_card,$537,53.713,590.843,3714,Tennis Shoes
Cathy Ortell,1,United States,SYRACUSE,44102,shopify_payments,$635,63.513,698.643,1013,Running Shoes
Svend Puve,1,United States,DETROIT,44097,gift_card,$497,49.713,546.843,253,Cycling Shoes
Tyson Blonfield,1,United States,WASHINGTON,44091,gift_card,$510,50.953,560.483,2725,Running Shoes
Emlynne Croan,1,United States,KNOXVILLE,44081,shopify_payments,$502,50.153,551.683,5744,Running Shoes
La verne Sheavills,1,United States,PORTSMOUTH,44073,shopify_payments,$510,50.953,560.483,6961,Climbing Shoes
Justus Mattes,1,United States,FRESNO,44059,shopify_payments,$510,50.953,560.483,7250,Running Shoes
Flemming Patis,1,United States,MINNEAPOLIS,44047,shopify_payments,$527,52.713,579.843,2636,Running Shoes
Jeniece Carrabot,1,United States,EL PASO,44047,gift_card,$487,48.713,535.843,4966,Clogs
Kellie Teall,1,United States,NEWTON,44022,amazon_payments,$691,69.113,760.243,4207,Running Shoes
Doralia Yepiskopov,1,United States,SHREVEPORT,44016,paypal,$595,59.513,654.643,3124,Running Shoes
Miller Culter,1,United States,BALTIMORE,43999,shopify_payments,$502,50.153,551.683,5235,Sandals
Valina Vasiliu,1,United States,FLINT,43980,shopify_payments,$596,59.593,655.523,6395,Running Shoes
Langston Villa,1,United States,EL PASO,43964,shopify_payments,$518,51.753,569.283,2487,Tennis Shoes
Willard Monroe,1,United States,NORTH PORT,43950,gift_card,$635,63.513,698.643,5595,Running Shoes
Rebeka Ottey,1,United States,GRAND FORKS,43924,shopify_payments,$556,55.593,611.523,1435,Tennis Shoes
Britte Niezen,1,United States,NASHVILLE,43896,shopify_payments,$537,53.713,590.843,2712,Climbing Shoes
Enid Titterell,1,United States,BATTLE CREEK,43895,gift_card,$510,50.953,560.483,689,Cycling Shoes
Ardelle Milson,1,United States,HOUSTON,43894,amazon_payments,$537,53.713,590.843,6499,Walking Shoes
Nedda Stainburn,1,United States,BROCKTON,43847,gift_card,$527,52.713,579.843,879,Running Shoes
Rob Beecroft,1,United States,DULLES,43816,gift_card,$534,53.438,587.818,6648,Running Shoes
Starlin Glowacz,1,United States,ATLANTA,43790,shopify_payments,$526,52.613,578.743,4951,Cycling Shoes
Ansel Iannelli,1,United States,SAN DIEGO,43783,gift_card,$518,51.753,569.283,1131,Running Shoes
Kirsti Starbeck,1,United States,SEATTLE,43772,paypal,$937,93.713,1030.843,3175,Running Shoes
Sibel Spira,1,United States,FORT LAUDERDALE,43766,shopify_payments,$495,49.513,544.643,1672,Cycling Shoes
Merci Fownes,1,United States,LIMA,43752,paypal,$674,67.433,741.763,3785,Tennis Shoes
Nickolai O'Heaney,1,United States,JACKSONVILLE,43744,shopify_payments,$502,50.153,551.683,1353,Tennis Shoes
Leonard Baus,1,United States,BIRMINGHAM,43737,shopify_payments,$801,80.113,881.243,3144,Climbing Shoes
Minnnie Dener,1,United States,GARLAND,43736,gift_card,$556,55.613,611.743,3764,Running Shoes
Sheffield Alberts,1,United States,WICHITA,43734,shopify_payments,$588,58.793,646.723,5056,Tennis Shoes
Margaux Ellicott,1,United States,DAYTON,43730,amazon_payments,$537,53.713,590.843,7287,Running Shoes
Dew Melesk,1,United States,SAN JOSE,43716,shopify_payments,$539,53.913,593.043,5765,Gift Card
Alvira Nassey,1,United States,SYRACUSE,43701,shopify_payments,$615,61.513,676.643,447,Walking Shoes
Boniface Curedale,1,United States,ALBANY,43646,shopify_payments,$517,51.713,568.843,6069,Cycling Shoes
Zorana Treamayne,1,United States,PORTLAND,43636,paypal,$507,50.713,557.843,339,Tennis Shoes
Ferdy Gabbatiss,1,United States,NEW YORK CITY,43629,shopify_payments,$555,55.513,610.643,3262,Running Shoes
Isidor Colleton,1,United States,PATERSON,43619,shopify_payments,$596,59.593,655.523,5690,Running Shoes
Xenia Liles,1,United States,SANTA ANA,43619,paypal,$497,49.713,546.843,6878,Tennis Shoes
Ansel Dickins,1,United States,HUNTSVILLE,43612,gift_card,$625,62.513,687.643,5547,Running Shoes
Corry Phillip,1,United States,EL PASO,43611,paypal,$532,53.193,585.123,1195,Running Shoes
Giacobo Tremellier,1,United States,SAN DIEGO,43582,gift_card,$537,53.713,590.843,6112,Running Shoes
Brandtr Coolahan,1,United States,WASHINGTON,43573,gift_card,$518,51.753,569.283,4319,Walking Shoes
Gabie Hastler,1,United States,PITTSBURGH,43566,gift_card,$518,51.753,569.283,3534,Walking Shoes
Audrey Malthouse,1,United States,ORLANDO,43555,shopify_payments,$595,59.513,654.643,2507,Cycling Shoes
Darrell Veall,1,United States,LAS VEGAS,43554,gift_card,$595,59.513,654.643,4326,Cycling Shoes
Edeline Hugonet,1,United States,DENVER,43544,shopify_payments,$507,50.713,557.843,4081,Tennis Shoes
Yancy Pervew,1,United States,DECATUR,43541,shopify_payments,$674,67.433,741.763,5522,Running Shoes
Natalya Raynard,1,United States,NORTH LAS VEGAS,43539,shopify_payments,$507,50.713,557.843,2884,Climbing Shoes
Gerik Ingall,1,United States,TERRE HAUTE,43538,shopify_payments,$507,50.713,557.843,1202,Running Shoes
Jarvis Toopin,1,United States,BROOKSVILLE,43522,shopify_payments,$518,51.753,569.283,1053,Running Shoes
Hernando Petrulis,1,United States,CHICAGO,43503,shopify_payments,$510,50.953,560.483,617,Climbing Shoes
Dewey Nathan,1,United States,CINCINNATI,43502,gift_card,$490,49.013,539.143,1658,Tennis Shoes
Jaquelyn Ballinghall,1,United States,SARASOTA,43451,gift_card,$498,49.763,547.393,5040,Running Shoes
Shelli Chaundy,1,United States,TACOMA,43406,shopify_payments,$518,51.753,569.283,4433,Running Shoes
Wainwright Norledge,1,United States,OKLAHOMA CITY,43406,shopify_payments,$486,48.553,534.083,3787,Cycling Shoes
Claudette Sooley,1,United States,SAVANNAH,43381,shopify_payments,$510,50.953,560.483,6563,Walking Shoes
Kelsey Vanelli,1,United States,SAN ANTONIO,43333,shopify_payments,$613,61.313,674.443,3308,Running Shoes
Siana Creigan,1,United States,DAYTONA BEACH,43324,shopify_payments,$488,48.843,537.273,5249,Tennis Shoes
Aubry Girardey,1,United States,FREDERICKSBURG,43298,gift_card,$537,53.713,590.843,4712,Walking Shoes
Hanan Oldrey,1,United States,MISSOULA,43284,paypal,$537,53.713,590.843,5036,Running Shoes
Tillie Bamell,1,United States,NEW YORK CITY,43279,shopify_payments,$596,59.593,655.523,5042,Tennis Shoes
Tyson Thorrold,1,United States,FORT WAYNE,43267,gift_card,$517,51.713,568.843,3897,Cycling Shoes
Bryna Cardello,1,United States,BIRMINGHAM,43264,shopify_payments,$751,75.113,826.243,1240,Cycling Shoes
Emmalyn Ivashchenko,1,United States,PUEBLO,43263,shopify_payments,$527,52.713,579.843,2705,Tennis Shoes
Gilbertina Faulkes,1,United States,TOLEDO,43260,shopify_payments,$572,57.193,629.123,1581,Tennis Shoes
Paulie Canto,1,United States,EL PASO,43225,paypal,$625,62.513,687.643,7243,Running Shoes
Vevay Ghiron,1,United States,SAINT LOUIS,43222,shopify_payments,$532,53.193,585.123,2955,Running Shoes
Melody Lillicrap,1,United States,BRONX,43202,shopify_payments,$634,63.433,697.763,5571,Running Shoes
Pammi Robelin,1,United States,HARRISBURG,43192,shopify_payments,$527,52.713,579.843,2421,Tennis Shoes
Zelma Lammert,1,United States,BIRMINGHAM,43190,paypal,$518,51.753,569.283,3623,Tennis Shoes
Thomasa Margrem,1,United States,FRESNO,43177,shopify_payments,$497,49.713,546.843,1842,Running Shoes
Murvyn Wolseley,1,United States,SAINT LOUIS,43147,paypal,$478,47.813,525.943,2676,Cycling Shoes
Haskell Heintze,1,United States,ATLANTA,43145,shopify_payments,$497,49.713,546.843,3263,Walking Shoes
Felicdad Guyot,1,United States,COLUMBUS,43134,manual,$537,53.713,590.843,270,Tennis Shoes
Felicity O'Shevlin,1,United States,PITTSBURGH,43132,shopify_payments,$517,51.713,568.843,2239,Walking Shoes
Eleanore Selbie,1,United States,OMAHA,43109,shopify_payments,$729,72.913,802.043,1342,Walking Shoes
Miranda Spiring,1,United States,MINNEAPOLIS,43091,amazon_payments,$595,59.513,654.643,6471,Walking Shoes
Minny Notti,1,United States,ERIE,43067,shopify_payments,$518,51.753,569.283,5978,Cycling Shoes
Uriah Fawdrie,1,United States,HUNTINGTON BEACH,43044,gift_card,$510,50.953,560.483,4463,Cycling Shoes
Sansone Deeley,1,United States,JACKSONVILLE,43019,paypal,$537,53.713,590.843,4760,Walking Shoes
Storm Cathenod,1,United States,BIRMINGHAM,43011,shopify_payments,$494,49.353,542.883,6321,Running Shoes
Therese Di Franceshci,1,United States,SALT LAKE CITY,42996,shopify_payments,$642,64.233,706.563,4121,Running Shoes
Felice Hewertson,1,United States,LOS ANGELES,42990,shopify_payments,$831,83.113,914.243,691,Running Shoes
Creigh Scemp,1,United States,ALBANY,42989,shopify_payments,$537,53.713,590.843,5541,Walking Shoes
Elwood Fick,1,United States,BEAUFORT,42971,shopify_payments,$518,51.753,569.283,279,Running Shoes
Daven Marples,1,United States,READING,42967,shopify_payments,$507,50.713,557.843,6655,Running Shoes
Royall Tsar,1,United States,SAN DIEGO,42954,shopify_payments,$612,61.193,673.123,1503,Running Shoes
Norbie Wimmers,1,United States,MILWAUKEE,42947,shopify_payments,$497,49.713,546.843,5208,Running Shoes
Aindrea Guidelli,1,United States,BOCA RATON,42928,shopify_payments,$639,63.913,703.043,7031,Gift Card
Marinna Vaux,1,United States,AUSTIN,42918,shopify_payments,$713,71.313,784.443,3465,Running Shoes
Petronella McCooke,1,United States,HUNTSVILLE,42890,manual,$595,59.513,654.643,3851,Tennis Shoes
Dale Haugen,1,United States,WILMINGTON,42889,shopify_payments,$527,52.713,579.843,2729,Climbing Shoes
Miriam Imort,1,United States,MESA,42872,gift_card,$518,51.753,569.283,1787,Running Shoes
Merlina Blowfield,1,United States,BIRMINGHAM,42865,shopify_payments,$517,51.713,568.843,3688,Walking Shoes
Archie Denisard,1,United States,BOYNTON BEACH,42855,paypal,$518,51.753,569.283,6421,Tennis Shoes
Mart Hyndes,1,United States,IRVINE,42838,shopify_payments,$518,51.753,569.283,3653,Running Shoes
Rabi Seeviour,1,United States,SACRAMENTO,42822,shopify_payments,$510,50.953,560.483,4602,Climbing Shoes
Arleen McPeeters,1,United States,BIRMINGHAM,42817,shopify_payments,$507,50.713,557.843,6593,Running Shoes
Freddy Gwynne,1,United States,FORT PIERCE,42797,paypal,$588,58.793,646.723,3950,Running Shoes
Meta Collard,1,United States,NEWARK,42765,shopify_payments,$518,51.753,569.283,6909,Running Shoes
Cherye Edel,1,United States,MEMPHIS,42762,shopify_payments,$537,53.713,590.843,6111,Cycling Shoes
Regine Hullins,1,United States,HARTFORD,42749,shopify_payments,$518,51.753,569.283,2812,Climbing Shoes
Athena Klasen,1,United States,NEW YORK CITY,42748,paypal,$494,49.353,542.883,6539,Running Shoes
Ingaborg Josebury,1,United States,JOHNSTOWN,42738,shopify_payments,$615,61.513,676.643,2131,Cycling Shoes
Sayer Iskov,1,United States,ATLANTA,42722,gift_card,$625,62.513,687.643,5224,Running Shoes
Livia McMains,1,United States,SALEM,42711,shopify_payments,$589,58.913,648.043,2587,Gift Card
Arron Genn,1,United States,SEATTLE,42708,paypal,$751,75.113,826.243,4048,Walking Shoes
Flin Henbury,1,United States,CHARLESTON,42702,shopify_payments,$713,71.313,784.443,6222,Cycling Shoes
Timofei Schimon,1,United States,AKRON,42701,shopify_payments,$514,51.413,565.543,3948,Gift Card
